Gender,Customer Type,Type of Travel,Class,Age,Flight Distance,Departure Delay in Minutes,Arrival Delay in Minutes,Inflight wifi service,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Satisfaction
Male,Loyal Customer,Personal Travel,Eco,29,281,11,8,0,2,3,3,2,4,4,3,4,5,5,3,4,0
Female,Disloyal Customer,Personal Travel,Eco,43,1263,6,0,3,5,2,3,5,5,3,3,4,4,4,4,3,1
Male,Loyal Customer,Business travel,Eco,44,609,19,8,5,0,3,2,4,3,4,4,3,4,4,4,4,1
Male,Loyal Customer,Personal Travel,Business,51,665,7,0,4,2,2,4,4,3,3,3,2,3,4,2,3,1
Male,Disloyal Customer,Business travel,Eco,29,642,7,23,4,0,2,4,3,4,2,4,3,4,5,5,5,1
Male,Loyal Customer,Personal Travel,Eco,32,931,25,32,3,4,2,3,4,4,2,4,3,4,5,5,3,0
Male,Loyal Customer,Personal Travel,Eco Plus,58,275,4,1,4,4,2,4,4,0,5,3,5,4,1,3,4,0
Female,Disloyal Customer,Business travel,Eco,37,80,4,9,3,3,2,3,4,3,5,5,4,3,3,4,4,1
Male,Disloyal Customer,Business travel,Business,39,1129,7,0,4,3,4,2,2,3,5,3,3,4,3,3,4,0
Female,Disloyal Customer,Business travel,Eco,37,80,4,0,4,3,0,5,5,3,2,4,3,0,4,5,4,0
Female,Loyal Customer,Personal Travel,Eco,53,1327,4,8,3,3,2,1,4,3,2,5,3,4,3,3,5,1
Male,Disloyal Customer,Business travel,Eco,53,1679,25,27,3,2,2,3,4,3,2,4,3,4,4,3,4,1
Male,Loyal Customer,Personal Travel,Eco,52,818,7,2,3,4,2,3,4,3,4,4,2,4,4,4,5,0
Male,Loyal Customer,Business travel,Eco,39,1550,11,11,3,2,4,5,5,4,5,5,4,5,2,3,4,0
Female,Loyal Customer,Business travel,Eco Plus,29,888,2,5,4,4,3,3,3,2,4,4,3,4,2,5,3,1
Male,Disloyal Customer,Personal Travel,Eco,62,1700,4,4,3,5,3,5,3,1,3,4,4,5,4,4,4,0
Female,Disloyal Customer,Personal Travel,Eco,49,672,27,36,5,3,4,3,5,0,2,4,3,3,3,3,4,1
Female,Disloyal Customer,Personal Travel,Eco,34,80,4,7,5,3,3,3,4,5,3,4,3,4,5,3,4,1
Female,Loyal Customer,Personal Travel,Eco,56,860,12,17,3,3,4,2,3,4,3,5,4,4,4,3,4,1
Female,Loyal Customer,Personal Travel,Business,33,1754,0,17,4,4,2,4,5,3,4,4,1,4,2,4,4,0
Female,Loyal Customer,Personal Travel,Eco,56,1167,2,10,4,4,2,2,4,4,3,2,4,0,3,2,4,0
Male,Disloyal Customer,Personal Travel,Business,57,642,7,24,3,4,3,3,3,3,4,4,5,4,4,3,4,1
Male,Loyal Customer,Personal Travel,Eco,28,1064,16,9,3,4,3,4,4,4,4,3,5,4,3,4,3,0
Male,Loyal Customer,Personal Travel,Eco,46,1386,9,0,5,5,3,4,4,4,3,4,3,4,4,5,5,0
Female,Disloyal Customer,Business travel,Eco,48,857,8,7,4,4,4,3,4,4,3,2,4,4,3,3,4,1
Female,Loyal Customer,Personal Travel,Eco,70,2213,14,12,4,2,3,3,4,4,3,3,3,3,4,4,5,1
Female,Disloyal Customer,Personal Travel,Eco Plus,30,641,10,25,5,2,3,2,4,5,3,3,2,4,4,5,4,1
Male,Loyal Customer,Business travel,Eco,56,1401,2,0,4,5,4,1,5,4,3,4,3,3,4,4,3,0
Female,Disloyal Customer,Business travel,Eco,39,1281,9,8,3,4,3,4,4,4,4,3,2,5,4,2,2,1
Male,Loyal Customer,Personal Travel,Eco Plus,24,550,6,10,3,4,3,4,4,3,5,2,4,4,3,4,5,0
Male,Loyal Customer,Personal Travel,Eco Plus,38,688,7,8,3,4,2,4,4,3,3,3,4,5,4,4,4,1
Female,Loyal Customer,Personal Travel,Business,39,1409,6,4,5,4,5,3,5,2,3,3,4,3,4,3,5,0
Male,Loyal Customer,Business travel,Business,26,972,9,13,4,4,1,3,4,4,4,4,4,5,4,3,5,1
Male,Loyal Customer,Business travel,Eco Plus,43,1069,12,23,3,3,2,5,4,5,3,4,3,4,5,5,4,1
Female,Loyal Customer,Business travel,Business,50,82,3,18,5,5,2,2,4,4,4,3,3,4,3,1,3,1
Male,Loyal Customer,Business travel,Eco Plus,42,1228,5,5,3,3,5,3,5,4,3,4,3,4,5,3,5,1
Male,Disloyal Customer,Personal Travel,Eco,32,1044,14,6,4,3,2,3,4,3,4,5,5,3,3,0,4,0
Male,Loyal Customer,Personal Travel,Eco Plus,37,868,15,30,4,2,3,3,4,3,5,5,5,3,4,0,2,1
Male,Disloyal Customer,Business travel,Eco,39,1080,22,11,5,3,2,3,5,2,4,2,3,4,2,4,5,0
Female,Disloyal Customer,Business travel,Eco Plus,42,695,9,27,4,5,2,3,3,3,3,5,4,4,3,3,0,1
Female,Loyal Customer,Personal Travel,Business,52,604,5,18,4,3,0,4,4,4,4,5,3,3,5,4,3,1
Male,Disloyal Customer,Personal Travel,Eco,42,779,5,20,3,2,2,2,5,3,2,5,4,5,0,5,5,0
Male,Loyal Customer,Personal Travel,Business,22,668,9,16,3,4,3,3,4,3,3,2,3,4,4,3,2,1
Male,Loyal Customer,Business travel,Business,32,1990,4,0,3,3,3,4,5,4,4,3,4,3,4,4,4,0
Female,Loyal Customer,Personal Travel,Eco,41,1356,21,11,2,5,5,3,4,4,5,4,3,4,2,4,4,1
Female,Disloyal Customer,Business travel,Eco,52,416,6,9,4,5,2,3,3,2,3,3,2,3,4,4,5,1
Female,Loyal Customer,Personal Travel,Business,55,1918,19,12,3,2,3,3,5,3,3,4,2,4,3,3,4,1
Male,Loyal Customer,Personal Travel,Business,60,684,4,1,3,3,3,2,2,3,3,5,4,4,5,4,5,0
Male,Disloyal Customer,Business travel,Eco,41,915,7,13,3,3,3,2,4,3,3,3,2,4,4,4,5,0
Male,Loyal Customer,Personal Travel,Eco,48,1349,7,5,4,3,5,3,5,3,2,5,3,4,4,5,5,1
Female,Disloyal Customer,Business travel,Eco Plus,22,80,2,0,4,4,3,3,4,2,4,4,4,5,3,4,0,0
Male,Disloyal Customer,Business travel,Eco,44,781,7,16,5,4,1,3,2,3,2,2,4,4,4,5,3,0
Female,Disloyal Customer,Business travel,Eco,26,613,10,15,4,4,3,4,3,3,4,3,2,3,4,3,3,0
Female,Disloyal Customer,Personal Travel,Eco,38,1003,1,0,5,3,3,2,4,2,5,5,1,3,2,4,4,0
Male,Disloyal Customer,Business travel,Eco,75,1085,13,20,3,2,3,1,4,3,3,3,3,5,3,4,4,1
Male,Loyal Customer,Personal Travel,Eco Plus,43,861,11,12,4,3,2,5,4,3,2,5,3,4,4,5,3,1
Male,Disloyal Customer,Personal Travel,Eco Plus,29,838,8,21,3,4,2,4,4,4,3,4,4,4,4,2,5,0
Male,Disloyal Customer,Personal Travel,Eco Plus,44,1433,14,16,3,2,5,4,4,2,3,4,2,4,4,5,4,0
Male,Disloyal Customer,Personal Travel,Eco Plus,33,1051,15,28,5,5,3,2,4,4,3,3,2,5,3,4,5,0
Female,Loyal Customer,Personal Travel,Eco,27,921,43,24,3,0,3,3,4,4,3,4,2,4,5,5,4,0
Male,Disloyal Customer,Personal Travel,Eco,64,974,2,7,1,4,5,0,4,3,2,5,3,3,5,4,4,0
Male,Loyal Customer,Personal Travel,Eco,52,1818,23,19,3,3,2,3,3,5,5,3,5,3,2,4,4,1
Female,Loyal Customer,Personal Travel,Eco,43,986,17,8,2,3,3,3,4,4,3,4,3,3,4,3,2,1
Female,Loyal Customer,Personal Travel,Eco,34,643,11,23,3,4,2,2,3,4,4,5,4,5,5,3,3,0
Male,Loyal Customer,Personal Travel,Eco,35,80,4,13,3,3,3,4,4,4,2,4,4,5,4,2,3,0
Female,Disloyal Customer,Business travel,Eco,58,183,6,0,4,3,2,3,4,2,3,3,3,4,4,4,3,0
Female,Loyal Customer,Personal Travel,Eco,43,666,6,13,2,1,3,0,4,3,4,3,3,3,2,3,4,1
Female,Disloyal Customer,Personal Travel,Eco Plus,18,846,8,14,5,5,5,3,4,4,3,2,4,5,3,4,5,1
Female,Disloyal Customer,Business travel,Eco Plus,68,622,14,7,2,4,3,1,5,3,3,3,4,4,3,3,3,0
Male,Loyal Customer,Business travel,Business,41,1076,21,13,3,5,1,2,3,3,3,4,3,4,4,4,4,1
Female,Disloyal Customer,Business travel,Eco Plus,43,616,28,12,3,4,3,5,5,4,3,5,4,4,5,4,3,0
Male,Loyal Customer,Business travel,Eco Plus,52,443,6,3,4,5,3,3,5,4,3,3,4,4,4,2,4,0
Female,Disloyal Customer,Business travel,Eco,45,1206,10,8,4,0,4,3,4,3,4,5,3,4,3,4,3,1
Female,Disloyal Customer,Personal Travel,Eco Plus,48,1585,4,12,5,2,4,3,5,3,5,5,4,3,2,5,0,0
Male,Loyal Customer,Business travel,Eco,34,346,18,21,3,4,4,4,4,3,4,3,4,4,4,5,4,1
Male,Disloyal Customer,Business travel,Eco,24,1022,11,0,3,4,3,1,5,4,4,3,5,4,4,3,5,1
Female,Loyal Customer,Personal Travel,Eco,42,80,7,9,4,0,2,4,1,5,4,2,4,3,2,2,3,0
Female,Loyal Customer,Business travel,Eco,56,163,2,0,4,4,2,4,5,4,3,4,4,4,4,5,4,1
Male,Disloyal Customer,Business travel,Eco,31,606,10,1,4,0,2,3,3,5,2,4,3,3,4,4,5,1
Female,Loyal Customer,Business travel,Eco Plus,30,1467,11,0,4,4,3,4,4,3,3,4,2,4,1,3,4,0
Female,Disloyal Customer,Business travel,Business,54,511,2,8,4,3,2,3,3,3,4,4,4,3,3,3,4,0
Male,Loyal Customer,Personal Travel,Eco Plus,34,492,3,7,3,4,2,2,5,3,5,3,2,3,5,4,3,1
Male,Loyal Customer,Personal Travel,Eco Plus,34,918,10,16,4,4,3,4,4,3,2,4,5,3,4,5,4,1
Male,Disloyal Customer,Personal Travel,Eco,35,919,26,19,5,5,2,3,3,3,4,2,1,4,5,3,4,0
Female,Loyal Customer,Business travel,Eco,38,507,19,21,3,4,3,3,5,4,4,3,2,3,4,2,5,1
Male,Loyal Customer,Business travel,Eco Plus,20,1893,7,0,3,4,2,4,4,4,3,3,4,3,5,2,0,0
Female,Loyal Customer,Business travel,Eco,33,767,7,0,3,3,3,3,3,3,2,5,3,4,3,3,4,1
Male,Disloyal Customer,Business travel,Eco,42,957,5,5,4,4,2,5,3,3,3,5,3,4,3,3,4,0
Female,Loyal Customer,Business travel,Eco,42,699,4,7,2,5,1,3,3,3,4,4,3,4,2,3,2,0
Male,Loyal Customer,Personal Travel,Business,53,1120,7,0,3,4,4,4,5,4,4,3,3,4,4,5,3,1
Male,Loyal Customer,Business travel,Eco Plus,61,1517,32,21,4,4,2,3,4,4,1,5,4,5,3,2,3,0
Female,Loyal Customer,Personal Travel,Eco,57,1732,7,3,3,4,3,4,4,3,4,3,3,0,3,3,4,1
Male,Disloyal Customer,Personal Travel,Eco Plus,50,519,9,19,4,3,2,3,4,3,3,2,3,5,2,5,3,0
Female,Loyal Customer,Personal Travel,Eco,37,1450,3,0,5,5,3,3,2,5,3,2,3,4,4,3,4,1
Female,Loyal Customer,Personal Travel,Eco,32,1175,13,14,4,2,3,4,4,3,4,4,3,4,4,4,4,0
Female,Disloyal Customer,Personal Travel,Eco,39,1387,8,10,1,4,3,2,4,3,5,2,4,4,3,5,4,1
Female,Loyal Customer,Personal Travel,Eco,46,854,6,4,2,3,2,3,0,3,3,5,4,3,3,4,3,1
Male,Loyal Customer,Personal Travel,Eco Plus,49,806,4,7,3,3,3,3,2,3,3,3,3,4,5,4,3,1
Female,Loyal Customer,Business travel,Eco,46,1368,5,0,3,4,3,4,5,2,2,3,2,3,2,3,5,0
Female,Loyal Customer,Personal Travel,Eco Plus,38,1377,6,0,4,3,4,3,5,3,4,5,4,4,5,3,3,1
Male,Disloyal Customer,Business travel,Eco,48,1683,6,20,3,5,3,3,2,4,3,4,2,3,2,2,5,1
Male,Disloyal Customer,Personal Travel,Eco Plus,54,999,4,19,5,2,2,3,4,5,5,5,5,4,4,4,4,0
Female,Disloyal Customer,Personal Travel,Eco Plus,50,847,8,16,3,3,3,3,4,3,4,2,3,4,4,4,4,1
Male,Disloyal Customer,Personal Travel,Eco Plus,39,80,10,21,3,3,3,3,5,4,3,2,4,5,5,5,4,1
Female,Loyal Customer,Personal Travel,Eco Plus,29,94,15,0,4,4,1,3,2,4,3,5,4,3,2,3,4,1
Female,Loyal Customer,Business travel,Business,29,703,25,16,4,5,1,4,4,4,4,1,3,4,4,5,4,0
Female,Disloyal Customer,Personal Travel,Eco,31,349,1,0,4,4,3,4,4,3,4,3,4,5,3,5,4,1
Male,Disloyal Customer,Business travel,Eco Plus,42,1307,11,35,1,5,3,3,4,4,2,4,3,4,5,3,4,0
Male,Disloyal Customer,Personal Travel,Eco Plus,45,245,7,4,4,3,3,1,5,5,3,0,5,4,3,4,2,0
Male,Loyal Customer,Business travel,Eco,22,649,1,8,3,4,4,3,4,5,3,4,3,4,2,4,5,0
Male,Disloyal Customer,Business travel,Eco,33,669,5,9,4,3,2,4,4,5,3,3,3,4,4,3,3,0
Female,Disloyal Customer,Personal Travel,Eco,42,1502,14,18,4,4,2,3,4,4,4,5,4,5,4,4,3,0
Female,Disloyal Customer,Personal Travel,Eco,28,596,12,12,4,5,2,3,4,4,2,4,4,4,5,0,4,1
Male,Disloyal Customer,Personal Travel,Eco,44,1126,9,0,4,2,2,3,4,3,4,4,4,4,5,4,4,1
Male,Loyal Customer,Personal Travel,Eco,35,998,5,0,0,5,3,3,5,1,4,3,3,5,3,4,4,1
Female,Loyal Customer,Personal Travel,Eco Plus,30,1352,21,34,5,3,2,4,3,4,3,3,2,5,5,4,4,1
Male,Loyal Customer,Personal Travel,Eco,40,1325,3,0,4,2,1,4,4,3,4,4,4,4,4,3,4,1
Female,Loyal Customer,Business travel,Business,44,883,6,0,5,3,0,2,4,4,3,3,4,5,4,3,3,1
Male,Disloyal Customer,Business travel,Eco,29,80,7,11,3,4,3,2,2,4,2,5,3,4,3,2,3,0
Female,Loyal Customer,Personal Travel,Eco Plus,36,784,8,12,2,3,2,4,3,2,0,4,4,3,3,5,4,0
Male,Loyal Customer,Personal Travel,Eco,45,890,36,44,3,2,1,0,5,5,2,3,5,4,4,4,5,1
Female,Loyal Customer,Personal Travel,Eco,30,1043,24,35,3,4,3,2,3,4,3,5,4,5,4,5,4,0
Male,Disloyal Customer,Personal Travel,Eco,19,531,12,3,1,3,4,3,5,2,3,4,5,5,2,4,4,1
Female,Loyal Customer,Business travel,Eco Plus,21,1470,9,0,3,4,3,5,5,2,4,5,4,4,4,4,4,0
Male,Loyal Customer,Personal Travel,Eco,34,907,8,5,4,3,3,3,4,1,3,5,2,3,3,4,5,0
Male,Disloyal Customer,Personal Travel,Business,23,440,14,22,3,5,3,5,5,4,2,4,4,3,4,3,4,0
Female,Loyal Customer,Personal Travel,Eco,35,671,18,0,3,4,1,2,4,3,3,3,2,4,2,4,3,0
Male,Loyal Customer,Personal Travel,Eco Plus,59,1864,3,4,4,4,4,3,4,3,3,3,5,4,4,4,4,0
Male,Loyal Customer,Personal Travel,Eco,22,1232,26,35,4,4,4,3,3,3,5,5,4,4,4,5,5,1
Male,Loyal Customer,Personal Travel,Eco Plus,36,1424,12,21,4,2,4,2,4,3,4,3,5,4,3,5,5,0
Male,Disloyal Customer,Personal Travel,Eco,65,379,5,12,3,3,2,2,5,4,2,3,4,3,4,5,2,0
Male,Disloyal Customer,Personal Travel,Eco,44,556,8,19,4,5,2,3,3,2,3,3,4,3,4,5,4,1
Female,Loyal Customer,Business travel,Eco,35,559,12,0,3,3,4,3,2,2,4,3,4,4,4,3,2,1
Male,Disloyal Customer,Personal Travel,Eco,37,992,12,28,3,4,3,3,3,4,3,4,2,4,2,5,3,0
Female,Disloyal Customer,Business travel,Eco,44,813,4,7,5,3,4,3,5,3,2,2,3,4,3,4,4,1
Female,Loyal Customer,Personal Travel,Business,59,655,8,21,3,5,2,5,4,4,4,3,3,3,3,4,4,0
Male,Loyal Customer,Personal Travel,Eco,33,718,10,0,3,3,3,4,5,3,4,4,3,3,4,3,3,1
Female,Loyal Customer,Business travel,Eco,30,503,19,1,2,2,2,3,4,5,3,3,3,3,5,3,4,1
Female,Disloyal Customer,Business travel,Business,22,810,20,38,3,5,3,4,3,4,3,4,3,4,4,2,5,1
Female,Loyal Customer,Personal Travel,Eco,40,1457,3,0,0,2,2,2,5,5,4,4,4,4,5,4,4,1
Male,Loyal Customer,Personal Travel,Eco,22,143,9,6,4,0,5,3,0,4,2,3,5,0,3,4,4,0
Male,Disloyal Customer,Business travel,Eco Plus,33,1073,5,10,3,3,3,3,4,4,2,5,3,4,3,3,5,1
Male,Disloyal Customer,Business travel,Business,28,1590,12,20,3,3,1,3,4,3,3,5,3,5,3,5,5,1
Female,Disloyal Customer,Personal Travel,Eco Plus,52,808,34,45,2,3,3,3,4,4,4,3,1,3,4,4,4,1
Female,Disloyal Customer,Personal Travel,Eco,33,636,17,19,3,3,0,3,5,4,2,4,5,5,4,3,4,0
Female,Loyal Customer,Personal Travel,Business,44,1362,13,2,2,4,2,2,4,3,3,3,2,4,3,4,4,1
Male,Disloyal Customer,Personal Travel,Eco,20,408,15,22,4,2,2,5,4,2,3,5,4,5,3,0,4,0
Female,Loyal Customer,Personal Travel,Business,41,889,23,30,4,5,3,4,3,4,4,0,4,5,4,4,2,1
Male,Loyal Customer,Personal Travel,Business,25,380,16,0,3,5,2,3,2,5,3,5,4,4,3,5,3,0
Female,Disloyal Customer,Business travel,Business,34,80,3,17,4,4,3,2,3,3,3,3,3,4,3,3,4,0
Male,Loyal Customer,Personal Travel,Eco,66,824,27,2,4,4,2,1,3,3,3,2,4,4,3,4,3,0
Female,Loyal Customer,Business travel,Eco,50,268,10,20,4,4,2,5,4,3,4,2,5,3,5,4,4,0
Female,Disloyal Customer,Business travel,Eco Plus,37,894,12,6,5,5,4,3,3,4,4,5,4,4,4,4,2,1
Male,Loyal Customer,Business travel,Eco,77,1458,20,27,3,2,3,4,2,2,4,5,3,4,5,3,5,0
Male,Loyal Customer,Personal Travel,Eco,28,1827,33,38,3,4,3,2,3,3,3,5,2,4,3,4,5,1
Female,Disloyal Customer,Personal Travel,Business,53,947,6,6,3,3,3,3,4,2,3,2,5,3,4,2,3,1
Male,Disloyal Customer,Personal Travel,Eco Plus,21,1410,19,24,4,4,3,3,4,4,4,4,3,4,3,2,2,1
Female,Disloyal Customer,Personal Travel,Eco,36,1099,6,5,2,3,2,3,3,3,3,0,3,4,3,2,4,1
Female,Loyal Customer,Personal Travel,Eco,23,708,11,18,5,4,1,3,3,3,2,4,5,4,2,2,4,0
Female,Loyal Customer,Personal Travel,Eco,42,80,2,24,4,2,3,2,4,3,4,4,4,4,5,4,4,0
Male,Disloyal Customer,Personal Travel,Eco,40,1713,6,0,5,2,4,2,4,4,2,3,4,3,2,3,5,0
Male,Loyal Customer,Personal Travel,Eco,35,375,10,0,3,3,3,3,5,4,3,3,5,4,5,3,4,1
Male,Loyal Customer,Business travel,Business,52,1591,13,9,3,5,3,2,4,4,4,5,2,4,3,5,5,0
Female,Loyal Customer,Business travel,Eco Plus,32,1168,13,8,4,4,2,2,3,4,3,3,5,5,3,4,5,0
Male,Loyal Customer,Personal Travel,Eco,43,412,18,14,4,4,4,3,5,5,2,5,5,4,3,5,5,0
Male,Loyal Customer,Business travel,Eco,49,1056,7,0,3,4,3,4,4,3,4,4,3,4,4,2,5,1
Male,Disloyal Customer,Personal Travel,Eco Plus,21,1966,8,17,2,3,3,5,3,4,3,4,4,4,3,4,3,1
Female,Disloyal Customer,Personal Travel,Business,30,1668,9,0,2,4,4,3,5,5,4,4,4,5,4,5,0,1
Male,Loyal Customer,Business travel,Business,40,644,7,12,4,3,4,3,5,2,4,4,3,4,2,4,4,0
Female,Disloyal Customer,Personal Travel,Eco,47,544,4,10,5,3,2,2,4,3,3,4,4,5,2,3,2,1
Female,Loyal Customer,Personal Travel,Business,56,950,10,13,2,3,2,4,3,2,3,5,3,5,2,4,4,0
Female,Loyal Customer,Personal Travel,Eco,36,817,16,21,3,3,3,2,5,4,3,5,5,4,4,4,3,1
Female,Disloyal Customer,Personal Travel,Eco,35,1500,11,20,3,4,2,3,4,5,5,1,3,4,5,0,0,0
Female,Loyal Customer,Personal Travel,Business,29,1270,6,7,5,3,2,4,4,4,1,4,4,4,3,5,3,0
Female,Disloyal Customer,Personal Travel,Eco,43,80,10,7,5,3,4,4,3,3,2,5,2,3,4,3,5,1
Male,Loyal Customer,Personal Travel,Eco,35,1129,6,11,4,3,2,2,5,4,4,3,4,4,4,5,3,0
Female,Loyal Customer,Personal Travel,Eco,36,810,13,19,4,4,3,4,3,3,4,4,0,4,5,4,3,0
Female,Loyal Customer,Personal Travel,Eco,38,919,16,25,4,3,1,3,3,4,4,4,2,4,5,4,5,1
Female,Loyal Customer,Personal Travel,Eco,46,1024,16,0,2,4,3,4,5,4,2,5,3,4,3,4,4,1
Female,Disloyal Customer,Business travel,Eco Plus,32,1499,8,6,4,3,0,5,3,5,4,3,3,5,4,5,5,1
Female,Disloyal Customer,Business travel,Eco,30,1389,6,0,3,4,4,5,5,4,2,3,2,4,4,3,5,1
Female,Loyal Customer,Personal Travel,Eco,44,525,18,24,3,3,4,2,5,4,3,4,2,4,4,3,5,0
Male,Loyal Customer,Business travel,Business,18,871,7,14,5,5,3,4,4,5,4,4,4,4,4,4,3,1
Male,Disloyal Customer,Personal Travel,Eco,32,676,10,7,4,4,4,2,3,2,4,4,2,4,4,3,4,1
Male,Disloyal Customer,Personal Travel,Business,25,80,11,4,4,3,3,4,4,3,3,4,2,4,4,4,5,1
Male,Loyal Customer,Personal Travel,Eco,53,845,9,15,5,4,2,4,5,3,4,4,3,5,2,5,3,0
Male,Loyal Customer,Personal Travel,Eco Plus,34,1822,15,14,2,5,3,4,4,3,4,0,3,4,2,4,4,1
Male,Loyal Customer,Business travel,Eco,32,80,3,17,2,3,4,3,3,4,2,4,4,4,5,4,4,1
Male,Loyal Customer,Business travel,Business,38,888,12,30,5,3,2,4,4,4,3,0,3,3,5,5,4,0
Female,Loyal Customer,Personal Travel,Eco,32,872,5,15,5,4,2,3,3,3,0,4,3,4,5,4,5,0
Male,Loyal Customer,Personal Travel,Business,34,1044,7,9,4,2,3,3,3,4,3,3,4,3,4,5,0,1
Female,Loyal Customer,Personal Travel,Eco,40,419,10,28,4,3,2,3,4,3,4,3,4,4,3,4,5,1
Female,Loyal Customer,Personal Travel,Eco Plus,34,187,2,4,4,3,2,1,4,2,2,4,4,4,4,4,2,0
Male,Loyal Customer,Personal Travel,Eco,34,211,8,3,4,4,2,2,3,3,2,3,4,5,5,3,1,1
Male,Disloyal Customer,Business travel,Eco,27,1565,7,0,3,3,4,5,4,3,3,4,2,5,3,4,4,1
Male,Loyal Customer,Business travel,Eco,25,409,8,1,4,3,4,3,4,5,5,3,3,4,4,4,5,0
Female,Loyal Customer,Business travel,Eco,40,650,7,7,3,3,3,3,4,5,4,4,4,4,5,4,4,1
Male,Loyal Customer,Personal Travel,Eco,43,1952,10,15,4,5,3,3,2,3,5,4,5,4,4,4,4,1
Male,Loyal Customer,Personal Travel,Eco Plus,22,533,6,0,4,0,5,3,4,2,3,4,3,4,3,4,2,1
Female,Disloyal Customer,Personal Travel,Eco,48,1071,9,5,0,2,2,3,5,2,3,5,3,4,4,4,4,0
Female,Loyal Customer,Business travel,Eco,48,1432,10,12,3,2,3,3,4,3,2,5,2,4,3,5,3,0
Male,Loyal Customer,Personal Travel,Eco,51,1408,18,24,5,4,2,1,4,4,3,5,5,4,4,4,4,0
Male,Disloyal Customer,Personal Travel,Eco,43,234,21,21,3,4,2,4,3,3,3,4,2,5,2,3,4,0
Male,Disloyal Customer,Personal Travel,Eco,47,543,3,5,4,5,4,5,4,2,1,4,5,4,2,3,5,1
Male,Disloyal Customer,Business travel,Eco Plus,65,1051,19,7,4,2,3,2,4,5,3,2,3,4,3,4,4,0
Male,Loyal Customer,Business travel,Eco,35,1865,4,0,3,3,3,3,4,4,3,4,3,0,5,3,3,0
Female,Loyal Customer,Business travel,Business,26,519,9,8,4,5,3,5,3,5,3,4,2,5,4,3,4,0
Female,Disloyal Customer,Personal Travel,Eco,21,653,2,7,4,3,4,3,4,2,3,2,3,4,4,3,4,1
Female,Loyal Customer,Business travel,Eco,60,1110,1,3,3,3,2,4,3,5,4,3,3,3,4,4,3,1
Female,Disloyal Customer,Personal Travel,Business,60,1210,33,25,0,4,4,5,4,3,2,4,3,4,0,5,4,1
Male,Disloyal Customer,Personal Travel,Eco,28,1240,9,7,3,4,4,4,0,3,2,4,3,3,2,2,3,0
Female,Loyal Customer,Personal Travel,Eco,30,477,8,23,5,4,1,3,3,3,4,5,5,4,4,5,4,1
Female,Loyal Customer,Personal Travel,Business,35,634,11,16,4,3,2,4,4,3,3,5,4,5,4,5,3,0
Female,Loyal Customer,Personal Travel,Business,54,1008,8,6,3,3,4,4,4,3,4,4,3,4,4,4,3,0
Female,Loyal Customer,Business travel,Eco Plus,24,1531,16,6,4,3,4,3,4,4,3,3,4,3,3,4,5,0
Male,Disloyal Customer,Personal Travel,Eco,18,781,11,4,3,3,3,2,2,2,3,4,2,5,5,4,4,1
Male,Disloyal Customer,Personal Travel,Eco Plus,65,889,14,14,4,2,2,4,4,5,4,5,4,4,3,4,5,1
Male,Loyal Customer,Business travel,Business,43,387,5,8,3,0,2,4,5,4,3,5,4,5,5,4,4,0
Male,Disloyal Customer,Business travel,Business,44,1832,3,9,3,3,3,3,3,3,3,4,5,4,2,2,5,1
Female,Loyal Customer,Personal Travel,Eco,37,977,17,21,3,3,2,5,3,4,3,5,2,4,3,4,5,1
Male,Disloyal Customer,Personal Travel,Eco,45,1439,11,7,5,3,2,5,5,4,3,3,3,3,5,5,4,1
Female,Loyal Customer,Personal Travel,Eco,21,915,3,0,4,4,3,4,5,3,4,5,3,3,4,3,5,0
Female,Disloyal Customer,Personal Travel,Eco,29,943,3,23,3,4,4,3,5,3,3,3,4,4,1,3,0,1
Male,Disloyal Customer,Business travel,Eco Plus,40,150,10,4,3,3,4,1,5,5,4,2,4,4,3,3,4,0
Male,Loyal Customer,Personal Travel,Eco,18,80,13,0,4,5,4,3,2,2,5,3,4,5,4,4,4,1
Female,Loyal Customer,Personal Travel,Eco,35,1526,4,0,3,4,3,2,3,3,3,3,1,5,5,3,5,0
Female,Disloyal Customer,Personal Travel,Eco,35,939,24,20,3,3,2,1,4,2,4,4,5,5,3,5,4,1
Male,Loyal Customer,Personal Travel,Eco,35,1003,15,24,3,3,3,4,4,4,3,3,4,4,5,5,5,0
Male,Disloyal Customer,Personal Travel,Eco,32,275,18,12,3,5,4,4,4,3,4,4,4,3,4,4,5,1
Female,Disloyal Customer,Business travel,Eco,27,448,10,25,3,3,4,1,0,2,3,4,4,5,3,3,5,1
Male,Disloyal Customer,Personal Travel,Eco,18,1431,9,9,3,2,3,3,3,3,4,4,3,3,0,4,5,1
Female,Loyal Customer,Business travel,Business,41,1770,3,14,3,5,2,3,4,0,4,4,4,4,5,3,1,0
Male,Disloyal Customer,Personal Travel,Eco,35,589,5,0,3,3,3,3,3,4,3,5,3,4,3,4,3,0
Male,Disloyal Customer,Business travel,Eco,22,1236,8,1,3,4,4,2,3,2,3,3,3,5,3,4,4,1
Male,Loyal Customer,Personal Travel,Eco,40,995,12,13,4,1,3,4,4,3,2,3,4,5,2,4,4,0
Male,Loyal Customer,Personal Travel,Eco,35,840,10,15,5,3,3,2,4,4,3,3,3,4,0,4,3,1
